ID,Description
1629,Effective human-computer communication through explicit representation.
1630,CMUnited-97 Small Robot Team excels in RoboCup-97.
1631,Efficient planning through multi-strategy learning.
1632,Ramification analysis using causal mapping for intelligent agents.
1633,Interactive haptic painting with virtual brushes.
1634,Context-awareness benefits mobile phone users.
1635,Maintenance of materialized views in object databases.
1636,Unary and binary logic operations: general results.
1637,Development environment for intelligent user interface agents.
1638,Transactional record store for modern applications.
1639,E-commerce interface design based on search costs.
1640,Generate extraction-based summaries from hand-written summaries.
1641,Online recruitment with personalized automated recommendations.
1642,Estimating search engine usefulness for query optimization.
1643,Ontology integration framework with query-based mapping.
1644,Linkage learning enhances genetic algorithm efficiency.
1645,Innovative user interface software development environment.
1646,Typechecking problem for XML queries with data values.
1647,Automatic keyphrase extraction with supervised learning.
1648,Image association rules data mining algorithm.
1649,Privacy-preserving communication in ubiquitous computing environments.
1650,Active storage hierarchy database system with applications.
1651,Computer vision challenges and solutions in HCI devices.
1652,Neural networks in mobile robot research.
1653,Spatially aware local communication paradigm in RAUM system.
1654,Calibration-free AR system with affine object representations.
1655,Comparison of temporal data models.
1656,Genetic algorithm for circuit design discovery.
1657,Challenges in adaptable visualization interface design.
1658,Deontic logic guidelines in multi-agent systems.
1659,Wearable computers for aircraft inspection guidance.
1660,Temporal aspects of semistructured data in databases.
1661,Efficient algorithms for large temporal aggregation.
1662,Balancing deliberation and action in agent design.
1663,Knowledge representation for semi-structured data with constraints.
1664,Moral sentiments influence multi-agent system society.
1665,Mobile agent data integrity specification.
1666,Enhancing digital video library access with maps.
1667,Incremental maintenance for materialized views.
1668,Interplanetary planning with AI scheduler.
1669,Enhancing temporal reasoning with non-binary relations.
1670,Semantic caches optimize query evaluation in databases.
1671,Phidgets simplify physical interface development for programmers.
1672,LDAP query caching algorithm with practical evaluation.
1673,Probabilistic principal component analysis with mixture model.
1674,User-friendly geographic database design system prototype.
1675,Visual discrimination strategies learned through evolving tasks.
1676,Efficient web query processing using learning approach.
1677,Mediator infrastructure for digital library services.
1678,Evolution of Rough-Fuzzy MLP for Rule Extraction.
1679,Perceptual fusion for robust tracking in computer vision.
1680,Agent-based financial transactions framework.
1681,Agent-oriented software development methodology with requirements analysis focus.
1682,Query routing service discovery scalability issues analysis.
1683,XML for corporate knowledge management and memory.
1684,DiscoTEX: IE and KDD for text mining.
1685,Enhancing multi-agent system coordination.
1686,CORBA caching for improved distributed system performance.
1687,Battery-aware static scheduling for distributed real-time systems.
1688,Protocol for multimedia retrieval system interoperability.
1689,Logical belief analysis in rational inquiry.
1690,Redundancy for accurate question answering.
1691,Active database systems with event handling.
1692,Design environments for complex artifacts.
1693,Design challenges in multiagent systems.
1694,Characterizing and parallelizing C4.5 decision tree induction.
1695,Cooperative coordination in multiagent systems.
1696,Collaborative filtering using ART2 Networks and SOM.
1697,Winner determination complexity in combinatorial markets.
1698,Neural network text categorization with feature reduction.
1699,Anthropomorphic interfaces for home appliances.
1700,Multiway spatial joins with constraint-based algorithms.
1701,Efficient materialized view maintenance with optimization techniques.
1702,Visual methods for analyzing complex information.
1703,Enhancing workflow modeling for better understanding.
1704,Realistic logic and 7卤2 law explanation.
1705,Data quality management in cooperative information systems.
1706,Multivariate time series classification and description.
1707,Dimensionality reduction for efficient similarity computation.
1708,Visual looming for mobile robot range estimation.
1709,Vision-based speaker detection in Bayesian network.
1710,Trust and typing in mobile agent systems.
1711,Incremental document clustering for web page classification.
1712,Study on presence awareness in instant messaging.
1713,AR tracking in natural environments.
1714,Object-oriented multidimensional data model for OLAP.
1715,Improving image search on the Web.
1716,Evaluate multiagent system methodologies for standardization.
1717,Plan recognition in complex spatial domains.
1718,Statistical technique for analyzing co-occurrence data.
1719,Outdoor city models with AR techniques.
1720,Component-based system specification and verification using CafeOBJ.
1721,Interactive Cross-Language Information Retrieval evaluation.
1722,Autonomous anomaly detection in reflective architectures.
1723,Emotional reasoning model for educational applications.
1724,Cooperation model using joint intentions in DAI.
1725,Standardizing multi-agent systems architectures overview and background.
1726,Text classification with high accuracy using clustering.
1727,Hybrid approach for user profile and intrusion detection.
1728,3D object recognition with Support Vector Machines.
1729,Output modification techniques in 2D UI toolkit.
1730,Enhances knowledge base interoperability through programmatic foundation.
1731,Wearable computing with multi-sensor clothing.
1732,ECGA code download and execution in C++.
1733,Transitioning to natural PUIs in HCI.
1734,Multimodal dialogue system for apartment search.
1735,Array-Based ADT enhances multi-dimensional query performance.
1736,Ontologies in AI: Description and Applications.
1737,Improve minority class prediction in skewed data.
1738,Grid resource management for scalability.
1739,Dynamic configuration for scalable multimedia distribution systems.
1740,Component-based AR framework for efficient system development.
1741,Complex document categorization learning algorithm.
1742,Designing synchronous UI for collaborative applications.
1743,XML-based UI language for mobile and embedded systems.
1744,Efficient transaction time indexing with B+-trees.
1745,Ant Colony Control for Shop Floor Routing.
1746,Automated keyphrase extraction for domain-specific documents.
1747,Learning histories for collaborative educational simulations.
1748,Central node: Middle space for computer media learning.
1749,Formalization of transiently shared dataspaces for agents.
1750,High-performance distributed web crawler design.
1751,Network management with mobile agents in dynamic environments.
1752,Group communication for mobile participants with proximity groups.
1753,Multi-document summarization with domain-independent techniques.
1754,Privacy interface guidelines for information management.
1755,Code availability and design structures analysis online.
1756,Challenges and bounds in high-dimensional search.
1757,Indoor navigation with omnidirectional video on wearables.
1758,Policy learning in stochastic games with rational convergence.
1759,Methodology for complex multiagent systems design.
1760,Learning conjunctions of horn clauses in machine learning.
1761,User interface design with social and semiotic analyses.
1762,Mobile robot learning categories through environment interaction.
1763,FFAs encoded into recurrent neural networks.
1764,Methodology overview of embodied evolution in robotics.
1765,Neural-Q Learning for Reactive Robot Behaviors.
1766,Hierarchical network routing with aggregation strategies.
1767,Web search engines overview and functionality.
1768,Agent-based patient-scheduling system for hospitals.
1769,Search history displays for user support.
1770,Extending UML for interactive UI design.
1771,ECA language for XML repositories with rule analysis.
1772,Footstep-based user identification system for Smart Floor.
1773,Scalable text classification with improved Naive Bayes.
1774,Emergent intelligence from fine-grained agents.
1775,Distributed RL algorithm for networked systems.
1776,WebWho: Student Awareness Support Service.
1777,Efficient support for nonmonotonic reasoning in LDL++.
1778,Improving human-computer interaction for multimedia access.
1779,Optimizing spatio-temporal queries with linear quadtrees.
1780,Enhancing appliance interfaces with handheld remote controls.
1781,Distributed cooperative software development overview.
1782,HTML formatting for web-based natural language tasks.
1783,"Neuromata theory: finite automaton, neural network, recognition."
1784,Optimizing web directory search with hybrid structure.
1785,Computational models in theories of agency.
1786,Probabilistic extension for uncertain object bases.
1787,Data model and query languages for directories.
1788,Robotic behavior learning with Neural-Q approach.
1789,Autonomy levels in Plan Management Agent development.
1790,DBMS for network traffic analysis.
1791,Improve image retrieval system response time.
1792,Improving retrieval with query expansion on transcriptions.
1793,User-centered design for battlefield visualization.
1794,Digital library search engine with flexible scalability.
1795,Code mobility maintenance with knowledge repositories.
1796,Text classification using WHIRL for web data.
1797,Efficient record deletions and updates using index scans.
1798,Text classification model with syntactic information.
1799,Modeling interaction dynamics for coordinating mobile robots.
1800,Computational model for analogy solving in IQ tests.
1801,Information extraction and integration using intelligent techniques.
1802,Predict unistroke writing time model.
1803,Optimizing OIDX indexing cost in temporal OODB.
1804,Scalable metasearch engine for efficient web searching.
1805,Real-time interaction with virtual characters.
1806,AI poker program with probabilistic knowledge.
1807,Scalability challenges addressed in genetic algorithms.
1808,Project overview of Distributed Knowledge Networks.
1809,Bare-hand human-computer interaction with hand gestures.
1810,User modeling with utility theory for agents.
1811,Probabilistic inference engine for hypermedia retrieval.
1812,Modeling rational inquiry with belief logics and analysis.
1813,Meta-Knowledge Issues: Constructors vs. Maintainers.
1814,Comparative study on personal email filtering.
1815,Challenges and tools for large-scale web research.
1816,Arbitration in packet switches with queue-learning.
1817,Scalable infrastructure for human-system interaction.
1818,Active information gathering in distributed agent-based system.
1819,MOMIS approach for data integration.
1820,Mobile data mining for stock market monitoring.
1821,Technological assessment for cultural communities.
1822,Efficient computation of well-founded model.
1823,End-user transaction recognition using machine learning.
1824,Image Meta-Search Engine with Relevance Feedback.
1825,"Distributed, disappearing user interfaces in ubiquitous computing."
1826,Evaluation of indexing schemes in Information Retrieval.
1827,Web retrieval test collection for experiments.
1828,Semantic Query Optimization with Abduction and Constraints.
1829,Agent-based social simulation on decision-making.
1830,Linkage identification through nonlinearity detection.
1831,Efficiently learning robot operators from examples.
1832,Linking real and virtual worlds through AR.
1833,Aggregate integration in ID-logic for problem-solving.
1834,Historical emergence of Agents in Human Learning Technologies.
1835,Inference process based on common sense principles.
1836,ML and NLP overview for WSD collaboration.
1837,Decomposition of Object-Oriented Database Schemas with F-logic.
1838,Algorithm enhances web topic distillation.
1839,Agent architecture for deliberate normative behavior.
1840,Agent-based team training system design.
1841,Visual media and positional information for 3D reconstruction.
1842,AI-based kicking skill for artificial soccer.
1843,Web system reasons with structured text collections.
1844,Instance-based learning enhances supervised algorithms with instances.
1845,Secure dynamic programming with homomorphic encryption.
1846,Incremental learning algorithm with discriminating features.
1847,Inductive logic programming for user modeling.
1848,Bayesian Optimization Algorithm outperforms genetic algorithm.
1849,Search engine quality evaluation using TREC methods.
1850,Optimizing performance in parallel disk systems.
1851,Stability and performance in haptic interaction.
1852,Query processing with global information and ontologies.
1853,Extending VRML with constraints for expressivity.
1854,Wearable pendant for home automation and medical monitoring.
1855,Adaptive robot design through evolutionary robotics.
1856,Java mobile object mobility implementation and evaluation.
1857,Personal agent enhances web browsing and searching.
1858,"Survey of Image Retrieval: Past, Present, Future, Challenges."
1859,Event notification in coordination languages JavaSpaces and TSpaces.
1860,Innovative software configuration management system.
1861,Text extraction from oriented surfaces using edge analysis.
1862,Business process agent architecture for corporate applications.
1863,Robust recognition using affine invariants.
1864,Parameter control in Evolutionary Algorithms.
1865,Coordination model using Communicators for agent dialogue.
1866,Web-based KM system for document collection challenges.
1867,Architectural design patterns for multiagent coordination.
1868,Attribute grammars improve genetic neural network representations.
1869,Expanding context-aware computing in HCI research areas.
1870,Evaluate desktop VR system effectiveness and interaction guidelines.
1871,Stochastic attribute selection improves decision tree accuracy.
1872,Virtual Reality System for Tourist Information.
1873,Evolutionary neural control for lamprey swimming.
1874,Detecting concept drift with support vector machines.
1875,"Combining planning, reacting, and learning in multiagent framework."
1876,User modeling for personalized HCI experiences.
1877,Progressive KNN search with B+-trees.
1878,Fast and effective algorithm for combinatorial auctions.
1879,Optimizing large queries using semantic information.
1880,Coordinated reinforcement learning for multiagent systems.
1881,Comparison of Markov and scan matching localization.
1882,Infrastructure for service discovery in ubiquitous computing.
1883,Web search efficiency and precision improvement.
1884,Interactive data cleaning with transformation integration.
1885,Safe Ambients with passwords: operational semantics and bisimulation.
1886,AI optimizes complex engineering designs.
1887,Bayes Net Toolbox for MATLAB overview and comparison.
1888,Estimating search engine usefulness for text databases.
1889,Vision sensor for optical flow computation.
1890,Rotation-invariant face detection with neural networks.
1891,Speech synthesis with variable-length units.
1892,Adapting web content for disabled and elderly users.
1893,Event composition in distributed systems over time.
1894,Efficient maintenance of temporal aggregate views.
1895,Query expansion techniques for Spoken Document Retrieval.
1896,Boosting and SASC enhance classifier performance.
1897,Implicit HCI using context and perception technology.
1898,Symbol grounding in agent-world interaction and philosophy.
1899,MABLE for verifying multi-agent systems with SPIN.
1900,Wearable UI goals and integration technology.
1901,Category-Based Collaborative Filtering for User-Adapting Web Museum.
1902,"Secure Mobile Code: JavaSeal experiment, agent security architecture."
1903,Protein sequence assignment using data-driven decision trees.
1904,Automated facial expression recognition using FACS and HMMs.
1905,Extreme Programming improves software development knowledge transfer.
1906,Monotonic and Residuated Logic Programs: General Framework
1907,Probabilistic logic programming complexity analysis and optimization.
1908,Learning fuzzy systems with genetic algorithm.
1909,Text summarization methods for efficient web browsing.
1910,Cross-Entropy Method for Mobile Agent Path Finding.
1911,Qualitative ball interception velocity in robotics.
1912,Enables low-connectivity communities to access web.
1913,Decidability of boundedness for regular path queries.
1914,Cooperative software development with proof assistant.
1915,Theory refinement in knowledge-based neural networks.
1916,Epochal evolution dynamics in fitness landscapes.
1917,Consumer eye movement on yellow pages ads.
1918,Adding animations easily using constraints in interfaces.
1919,Progress report on advanced deductive database system.
1920,Optimizing CFQs with 2-var constraints in databases.
1921,Unifying ICA theories with information theory.
1922,Enhancing cooperation among artificial agents through overhearing.
1923,Teamwork training with proactive multi-agent system.
1924,Matching temporal trajectories in gestures probabilistically.
1925,Automating communicative behaviors in conversational avatars.
1926,Preference criterion for extended logic program semantics.
1927,Modeling and querying moving objects in databases.
1928,Active learning benefits transcription and annotation tasks.
1929,Quadtrees for spatiotemporal image database queries.
1930,Probabilistic navigation approach for Hypertext databases.
1931,Software vulnerability testing with fault injection technique.
1932,Storytelling technology with intergenerational design team.
1933,ICT for Education and Training.
1934,Bitmap indices for scientific data with range queries.
1935,Integrating declarative and procedural goals in agent systems.
1936,Enhancing collaboration between human and motion planner.
1937,TCBR framework with domain ontology for KM systems.
1938,Gesture-based NUI for construction and design planning.
1939,Efficient modular evaluation for deductive databases.
1940,Deductive databases use logic and deduction for knowledge.
1941,E-books with multimedia instructional resources.
1942,Justification for Inclusion Dependency Normal Form.
1943,Software agents research reappraisal in 5 years.
1944,Neural networks in business applications for operations research.
1945,Integrating multidatabase and knowledge-base systems support.
1946,Flexible negotiation protocols using dialogue games.
1947,Activity-based web user information access.
1948,Efficient CPU scheduling for Real-Time Database systems.
1949,Optimizing rough set model with uncertainty functions.
1950,Optimizing user-defined functions in distributed databases.
1951,Means-End Plan Recognition in Reactive Planning Theory.
1952,Automating comparison of software libraries for reuse.
1953,Measuring knowledge with workflow management systems.
1954,Collaborative filtering using probabilistic relational models.
1955,Enhancing Internet search with WordNet and operators.
1956,Efficient mining of partial periodic patterns.
1957,Temporal view self-maintenance in data warehousing.
1958,Generative models enhance cold-start recommendations.
1959,Web data for research and innovation.
1960,Ontology Editor for Semantic Web with Reasoning.
1961,Interpreter for high-level programs with sensing.
1962,Social semantics for agent communication languages.
1963,Real-time optical flow for gesture recognition.
1964,Hierarchical RL with MAXQ decomposition.
1965,Model for affective communication with animated agents.
1966,Enhanced topic distillation with DOM and hyperlinks.
1967,Online reconfiguration in replicated databases using group communication.
1968,Software tools evolution for efficient development.
1969,3D hand pose recovery with specialized mappings.
1970,"Fast, accurate proximity queries for polyhedral objects."
1971,Hierarchical Discriminant Regression for high dimensional data.
1972,Bayesian method for multimedia database query adaptation.
1973,Fuzzy logic similarity measure for multimedia data.
1974,Tactile sensor for dextrous grasping robots.
1975,Prosody-based language identification with recurrent neural networks.
1976,Web search engine utilizing hyperlink structure analysis.
1977,Open-source digital library software system.
1978,Extended BDI architecture for diverse web agents.
1979,Avoid overfitting with process-oriented model selection.
1980,New L-fuzzy measures for fuzzy set relations.
1981,Modeling rational inquiry in belief systems.
1982,Efficient multi-level frequent pattern mining.
1983,Study on emergent collaboration among web authors.
1984,Evolutionary optimization for compact fuzzy models.
1985,Rules for effective collaboration among autonomous cyber agents.
1986,Integrates speech and vision using mutual information.
1987,Efficient reinforcement learning for web crawling.
1988,Genetic algorithm optimization with case-based learning.
1989,Enhancing student interaction in online education.
1990,Enhancing digital libraries through interdisciplinary approach.
1991,Uncertainty handling in Antitonic Logic Programs extension.
1992,Predict user movements using GPS data.
1993,Cost-effective public digital library with full-text retrieval.
1994,IPAD systems enhance collaboration and awareness.
1995,Observation strategy impact on alerting service accuracy.
1996,Control architecture for agents with changing motives.
1997,ICA algorithm maximizing data likelihood.
1998,Addressing cognitive burden in user interfaces.
1999,Comparison of TREC and commercial web search engines.
2000,Hybrid approach for small disjuncts in data mining.
2001,3D gesture recognition system for AAC users.
2002,Cooperation in fuzzy models using metaheuristics.
2003,Framework for semi-automatic metadata creation.
2004,Automated schema matching using machine learning.
2005,Groupware usability evaluation for teamwork.
2006,Genetic algorithm for classification rules.
2007,Collaborative information service for adaptive researchers.
2008,Enhancing human interactions with wearable technology.
2009,Usability framework for virtual environment development.
2010,Evolutionary case adaptation with genetic algorithms.
2011,Symbolic vs. case-based learning methods comparison.
2012,Survey and taxonomy of location systems.
2013,Genetic algorithm for learning fuzzy rule bases.
2014,Augmented reality interface with two-handed interaction.
2015,Improved human tracking with trajectory prediction.
2016,Agent cooperation in distributed systems using game theory.
2017,Enhancing collaborative filtering with multimedia indexing.
2018,Text localization and segmentation in visual media.
2019,Graph-based clustering for image retrieval precision.
2020,3D software visualization surpasses previous limitations.
2021,Enhancing social role awareness of animated agents.
2022,Adaptive query processing for dynamic databases.
2023,Negation in logic and deductive databases analysis.
2024,"Integration of XGobi, XploRe, and ViRGIS in RPC."
2025,Methodology for Multiagent Systems Analysis and Design.
2026,Interactive VR toolkit for scientific data visualization.
2027,Secure Object Space model for agent coordination.
2028,Ubiquitous computing research trends and future challenges.
2029,Data mining evaluation framework with optimization.
2030,AI and VR for intelligent environments.
2031,Multimedia database querying with user-friendly interface.
2032,"Semantic Web, DAML, ITTALKS: Intelligent information technology."
2033,Content-based book recommender with text categorization.
2034,Memetic algorithm with self-adaptive local search.
2035,Warehouse mediators generated automatically using ontology engine.
2036,SIKS course on interactive and multi-agent systems.
2037,LDAP cache optimization using query templates.
2038,Link analysis for improved web search.
2039,Intelligent integration with semantic and clustering techniques.
2040,Hand motion recognition using 3-D data.
2041,Augmented reality with location-based agent assistance.
2042,Automatic human face detection using skin color model.
2043,Support tools for human-computer coordination.
2044,Grounded speech communication for machine understanding.
2045,Temporal trace language for intentional dynamics analysis.
2046,Data-driven theory refinement with KBDistAl algorithm.
2047,Evolution of robot navigation neural controllers.
2048,Explore tasks and representations for learning.
2049,Enhancing appliance data interoperability for web integration.
2050,Addressing delays in temporal active databases.
2051,Efficient natural language retrieval using ternary expressions.
2052,Mobile agents improve intrusion detection and response.
2053,Knowledge requirements for robotic task performance.
2054,Ontology for intelligent metasearch of WWW.
2055,ICA for signal detection in chat rooms.
2056,Methodology for logic-based executable agents.
2057,Learning interest profiles from user behavior.
2058,Intelligent multi-agent system for virtual environments.
2059,Modal and temporal logics combined using normal forms.
2060,Main-memory database for critical applications.
2061,PAES excels in multiobjective optimization.
2062,Two-level grammar concept for design properties.
2063,Agent intention reconsideration in diverse environments.
2064,Research report summary for Play.
2065,ACO for virtual-wavelength-path routing and allocation.
2066,Embodied Evolution for Robotic Controller Design.
2067,PCA and LDA classifiers performance analysis.
2068,Automatic rule learning for text extraction.
2069,Whole-hand and speech input in virtual environments.
2070,Efficient and scalable online learning with random representations.
2071,Reinforcement learning with Eugenic Neuro-Evolution.
2072,Fuzzy meta-learning for distributed data.
2073,Framework for interactive spatial augmented reality applications.
2074,Validating access to external information in mediators.
2075,Efficient human navigation through space discretization.
2076,Comparison of groupware usability evaluation methods.
2077,DLs with concrete domains and role-forming predicate.
2078,"Difference computation, tractability analysis in Horn theories."
2079,Improving local learners with error-correcting codes.
2080,Efficient query answering algorithm with views.
2081,Efficient nonmonotonic reasoning implementations.
2082,Gesture recognition using TDRBF for interaction.
2083,Logic programming for nested relational models.
2084,Compile SML to Java Bytecodes for integration.
2085,Safety controllers for web services with improved efficiency.
2086,Social impact of wearable AR systems.
2087,Reinforcement learning with event-based policy heuristics.
2088,Automatic video composition techniques and quality assessment.
2089,Evolution of Soar Cognitive Architecture through six releases.
2090,Comparing distance browsing techniques in spatial databases.
2091,Text and image relation in databases.
2092,Agent-based project schedule coordination.
2093,Multimodal dialogue manager for user registration.
2094,Collaborative learning with virtual agents in virtual worlds.
2095,Optimizing MIN/MAX queries for spatial objects.
2096,Content-based book recommender with machine learning.
2097,Visualization techniques for digital video libraries.
2098,Hybrid classifier for visual object detection.
2099,Mobile agent security architecture for framework integration.
2100,Improving text classification with labeled and unlabeled data.
2101,Structural matching with Hopfield-style neural network.
2102,Biological network design for adaptive knowledge management.
2103,Improved feature selection accuracy with non-standard crossover.
2104,HMMs for sentence structure in information extraction.
2105,Unified 3W Model and Algebra for Data Mining.
2106,Web navigation problem addressed with statistical models.
2107,Bayesian system for human interaction recognition.
2108,User modeling enhances information access with feedback.
2109,Financial news recommendation using language models.
2110,Interaction between FDs and tree-like INDs.
2111,First-Order Bayesian Classifier for structured terms.
2112,Improving cross-language retrieval with triangulated translation.
2113,Mobile AR Systems Introduction.
2114,Gesture and speech interface for molecular visualization.
2115,Secure mobile agent with strong proxy signature.
2116,Efficient handoff technique for server clusters.
2117,Feature weighting for lazy learning algorithms importance.
2118,Enhancing group collaboration and awareness with IPAD.
2119,Contextual computing with wearable technology.
2120,Enhancing e-commerce with database technology.
2121,Temporal patterns improve ASR robustness to noise.
2122,AI-driven Remote Agent for space exploration.
2123,Information Extraction Technology Overview and Applications.
2124,Enhancing case-based reasoning with graph classification.
2125,Multilevel simulation and optimization for engineering designs.
2126,Constructive learning algorithms for multi-category pattern classification.
2127,Workflow systems in CSCW community for planning.
2128,Mobile agent technology in telecommunications and network management.
2129,Language for Exchanging Agent UML Protocol Diagrams.
2130,ASR robustness with temporal spectral patterns.
2131,Temporal FDs on Complex Objects in Databases.
2132,Fourier-Wavelet Descriptor for Pattern Recognition.
2133,Automated news monitoring and analysis with ML.
2134,Advantages of multiagent robotic systems over single robots.
2135,Digital music library with sung query search.
2136,Java/CORBA VPCE for PSEs.
2137,Event-based infrastructure for smart things deployment.
2138,"Normative reasoning, violation contexts, deontic independence in logic."
2139,Query optimization with limited access patterns.
2140,Typed language for inductive concept learning.
2141,Non-classical semantics for rational agent behavior.
2142,Stereo calibration using projective translations.
2143,Virtual Table interaction with transparent props.
2144,Architecture for intelligent agents using A-Prolog.
2145,Automated creation of advanced diagram environments.
2146,Conflict resolution in multi-agent systems.
2147,Augmented reality prototype for air traffic control.
2148,Human motion detection without segmentation using probabilistic model.
2149,Efficient data and program integration with binding patterns.
2150,Agent-based software design framework using UML.
2151,Internet search engine for Indian languages prototype.
2152,Vision-based human-robot interaction system with safety features.
2153,Comparison of active databases and agent systems.
2154,Flexible interoperability in federated digital library system.
2155,Remote interaction for handheld devices using semantic snarfing.
2156,MOST model for uncertain moving objects with FTL.
2157,Analog VLSI motion sensors for real-time computation.
2158,Enhancing online knowledge-building discourse with guidance.
2159,Scalable data mining with parallel processing techniques.
2160,Language for Heterogeneous Agent Architectures in Java.
2161,Democratic fusion technique for retrieval mediators.
2162,Humanoid robot development with human-like processes.
2163,Assessment methods for information quality with confidence measures.
2164,Prometheus methodology for intelligent agent development.
2165,Extending classical logic with inductive definitions.
2166,Wearable AR system for outdoor multimedia presentations.
2167,Flexible software architectures for reconfigurable control systems.
2168,Analysis of media-enhanced classroom server workload.
2169,Augmented 3D virtual desktop integration.
2170,Automated task assignment with auction-based protocol.
2171,User guidance essential for case-based knowledge acquisition.
2172,Efficient version management for structured XML documents.
2173,Agent learning models with influence diagrams.
2174,Feature extraction using Discriminant Component Analysis.
2175,Process-oriented evaluation for generalization error estimation.
2176,Co-Training method enhances statistical parsing accuracy.
2177,Introduction to large margin classifiers for beginners.
2178,Improved page classification using web structure.
2179,Co-clustering documents and words using spectral algorithm.
2180,Salticus: User-guided web crawler for digital libraries.
2181,Biochemical information extraction from research papers.
2182,Formal analysis of multiagent systems using statecharts.
2183,Distributed database for mobile environments.
2184,Database replication with epidemic communication for consistency.
2185,Interaction techniques in immersive virtual environments.
2186,TREC-7 Twenty-One group achievements in information retrieval.
2187,Customized access method for Blobworld image retrieval.
2188,Efficient Meta-Search Engine for Web Queries.
2189,Translingual visual speech synthesis with language-independent system.
2190,Efficient mobile robot localization with Monte Carlo method.
2191,Convert paper documents to XML with WISDOM++.
2192,Agent prioritizes goals reactively and proactively.
2193,Efficient maintenance of horizontally partitioned warehouse views.
2194,Dynamic mediation for COTS in ubiquitous computing.
2195,Secure service discovery with enhanced trust.
2196,Integrating ML and KA for practical applications.
2197,Robot social cognition in developmental psychology framework.
2198,Data mining integration in OLTP system.
2199,Genre classification for web information filtering.
2200,Support for OS in memory hierarchies evaluation.
2201,User interface plasticity framework for adaptation.
2202,Risk management in concurrent engineering with agents.
2203,Efficient methods for designing wearable visual robots.
2204,Framework for visual database interface.
2205,Query planning for efficient information retrieval.
2206,Equivalence of Static and Disjunctive Semantics in DLProgramming.
2207,Phylogenetic tree optimization in computational biology.
2208,Comparing and automating CBR implementation models.
2209,Leveled commitment and trust in negotiation dynamics.
2210,Robust committee learning with missing values.
2211,Wearable app for conference assistance.
2212,DOQL implementation and semantics for ODMG databases.
2213,Virtual Soccer Team Architecture & Goals.
2214,Trust-based plan selection in multi-agent systems.
2215,Conjunctive-query containment and constraint satisfaction equivalence.
2216,Neural networks interpreted with fuzzy logic.
2217,"Max Clique Problem: Formulations, Complexity, Algorithms, Heuristics."
2218,SDG for collaborative co-located interaction with users.
2219,Adaptive query processing for dynamic Internet data volumes.
2220,Transactional data warehouse maintenance approach.
2221,Multiagent learning dynamics with variable rate.
2222,CBR for software effort prediction analysis.
2223,Framework for multi-agent systems and attitudes.
2224,Simplified integration of mobile agent technology.
2225,Real-time sensor data analysis with neural networks.
2226,Agent-based system for constraint and data exchange.
2227,Amplifying reality with wearable technology.
2228,Maintenance of case-based reasoning systems.
2229,Extending active objects to autonomous agent framework.
2230,Information filtering and user profiling techniques survey.
2231,Vickrey auction strategies and implications discussed.
2232,Efficient version management with object referencing.
2233,Network monitoring system for AT&T's 4ESS switches.
2234,Optimizing supersonic inlets for Mach 3 efficiency.
2235,Data integration systems with conceptual schemas for queries.
2236,Knowledge Management in Evolving Data Warehouse Environments.
2237,Feasibility of generic metadata management panel.
2238,AdaBoost overfits in high noise.
2239,Integrity constraints in databases using CLP.
2240,Belief logic with agent modeling.
2241,Agent framework enhances Internet database services.
2242,Scalable fraud detection using machine learning.
2243,Methodology for logic-based agents using multi-context systems.
2244,Approach for solving clique problems in large graphs.
2245,Spatio-temporal databases for moving objects.
2246,Formalism for diagrammatic interface construction.
2247,Personality traits in synthetic agents for performances.
2248,FLARE group communication service requirements for Quazoom game.
2249,Seamless agent interactions infrastructure.
2250,Collaborative filtering recommendations explained in detail.
2251,Knowledge-based approach for lifelike gesture animation.
2252,Model generation method without normal forms.
2253,Probabilistic self-localization for mobile robots.
2254,Micro-workflow architecture for software development.
2255,Triage for document prioritization based on criteria.
2256,Proposal for new features in MPEG-7.
2257,Semantic web VR interface with high-performance search engine.
2258,Interactive case-based planning tool for hierarchical tasks.
2259,Efficient text classification with Error-Correcting Output Codes.
2260,Mobile code security with cryptographic traces.
2261,Partial evaluation for mixed-initiative interaction.
2262,Database updates in logic programming review.
2263,Learning adaptation framework in CBR systems.
2264,Studying physical bodies in AI.
2265,Manufacturing control through stigmergy in synthetic ecosystems.
2266,Intelligent data analysis tools in medicine.
2267,Visual tool for database access method development.
2268,Challenges in evaluating NASA's Earth Science Partnership.
2269,Face recognition challenges and algorithm considerations.
2270,Bimodal system for pathology image analysis.
2271,Efficient animation of spatiotemporal constraint databases.
2272,Dynamic management of materialized views in data warehouse.
2273,Classifying semi-structured objects in extended data model.
2274,Algebra for event notification services semantics.
2275,Meta-search engine selection and evaluation study.
2276,Analyzing Virtual Environments through Distributed Cognition.
2277,Rule-based query language for web documents.
2278,Statistical context modeling in resource-limited systems.
2279,TuCSoN impact on engineering intelligent environments.
2280,Adaptable hypertension management system with legacy integration.
2281,Inductive bias in case-based learning algorithms.
2282,Automated capture in educational environment.
2283,Web link structure for information discovery.
2284,Advocating intuitive knowledge representation for web documents.
2285,Stabilizing case-based knowledge acquisition challenges and solutions.
2286,Affective computing for emotional theater environments.
2287,Optimizing parSOM for distributed data mining.
2288,Combine search engine outputs score distributions modeling.
2289,Enhancing data warehouse quality with advanced techniques.
2290,Graspable groupware for co-located planning tasks.
2291,Query scheduling service for efficient processing.
2292,Algebraic framework for XML query evaluation.
