ID,Description
1152673,Minimize misclassified points using penalty methods.
321004,Generic ecosystem model with evolving agents.
139547,Weight updates for faster neural network learning.
45533,ASOCS model for parallel processing with priority rules.
3217,Agnostic PAC-learning algorithm for small decision trees.
1111240,Neural network performance distribution affects interpretation.
523574,Qualitative framework for probabilistic inference.
1110515,Environmental impact on simple organism behaviors.
73162,Causal inference using graphical models in research.
52835,Analyzing biases in estimating multi-valued attributes.
3220,Nearest neighbor algorithm for symbolic features.
3223,Continuous feature discretization improves machine learning.
1129367,Genetic algorithms evolve cellular automata computations.
1129368,Emergent computation mechanisms in cellular automata.
1129369,Genetic algorithm dynamics and fitness distributions.
84021,Genetic algorithms for supervised concept learning.
1127913,Design exploration system reference manual and guide.
3233,Accuracy estimation and model selection techniques.
3235,Hybrid NBTree algorithm enhances classification accuracy.
3236,C++ machine learning library for experts.
562067,Nonparametric hierarchical models with Dirichlet process.
3240,Bayesian Classifier Analysis in Machine Learning.
92065,Iterative weight decay parameter estimation for NN.
213246,Algorithm for growing multi-layer networks.
911198,Gradient factors enhance neural network learning.
12158,Learning DNF with incomplete oracle and faults.
20178,Physical principles discovered through design experiences.
20179,Mental models guide index learning in design.
80491,Linear controller design for system stabilization.
561364,Bayesian model comparison using MCMC methods.
20180,Learning indices for schema selection.
245955,Receding horizon control for robust performance.
1102548,Instance-based learning system using lattice theory.
1817,Hybrid learning approach with genetic algorithms.
31043,Logic and connectionist learning for classification.
1102550,Enhancing neuro-evolution through culling and teaching.
20193,Analogical processing and machine learning study.
1110579,Modeling invention using analogy for understanding.
213279,Handling variations in online character recognition.
1133010,Comparison of Boltzmann machines and Gibbs sampling.
157761,Learning complex functions efficiently with algorithms.
31055,Extracts understandable concept representations from neural networks.
12194,Modeling learning from teachers with gaps.
1133028,Estimating bagging's generalization error using decomposition.
578780,Automatic discovery of building blocks in genetic programming.
12198,Efficient identification of read-once formulas.
12199,Learning k-term DNF formulas with queries.
90655,Dynamic topology in neural networks with LITs.
6130,Local error bars in nonlinear regression.
337766,Refining indexing for CBR systems.
112787,Efficient case retrieval based on structure.
1133047,Fuzzy rule learning from noisy examples.
1105428,Theory refinement for knowledge-base maintenance.
785678,Immune system concept for computer protection.
644441,Assessing MCMC convergence using CLT methodology.
672064,TD learning for time series prediction.
41216,Efficient sensory input representation using neural network.
1105433,Bayesian priors for infinite network inference.
1113459,Reinforcement learning achieves near-optimal performance efficiently.
55770,Advocating for pure case-based reasoning.
6163,Value function generalization in reinforcement learning.
259701,Genetic algorithms for scheduling and combinatorial tasks.
259702,Evaluation of evolutionary algorithms with diverse tests.
1131607,Improving source separation with temporal structure.
430329,Adaptive neural network parser for time-dependent inputs.
643734,Data-defined problems in multiversion neural-net systems.
643735,Enhancing neural network generalization through methodologies.
656048,Adapting control knowledge in expertise models.
1131611,State merging algorithm for DFA learning.
617575,Cortical activity transitions between stable states.
1105450,Efficient bottom-up decision tree pruning algorithm.
15076,SVM for classification with large datasets.
10793,Learning algorithm Dfl enhances performance with copies.
1117049,Validation challenges in evolutionary ecology models.
647315,Adaptive crossover control in evolutionary algorithms.
33231,Modeling dependencies with probabilistic independence networks.
1116328,Perceptron learning analysis with VC entropy.
1104749,Non-reactive mobot behavior through primitive learning.
594025,Evolutionary method for artificial ant problem.
315266,Improving speech recognition accuracy using DBNs.
643777,Evaluation of expert networks for problem solving.
1130927,Parametric regression for input-output mapping.
1132385,Robust model selection with error bounds.
1108329,Optimizing with changing criteria using CBR.
1130929,Optimal regularization parameter estimation techniques.
1104769,Local learning guide with recursive covering approach.
594047,Hybrid approach for evolving robot controllers.
1130931,Statistical learning and regularization for regression.
1130934,Estimation and selection in time-series modeling.
141868,Lazy learning challenges traditional abstraction methods.
593329,Analog circuit source identification using genetic programming.
144701,"Evolution of learning, planning, and memory."
574462,Genetic Algorithm programming environments with case studies.
60170,Neural network pruning with adaptive strength.
120039,Performance comparison of two classification algorithms.
502574,Theory refinement in intelligent tutoring systems.
293974,Inference for complex stochastic processes.
1119216,Induction capacity in NARS for uncertainty.
1108363,Enhanced problem solving through combined reasoning.
191216,Ridge regression for non-linear regression analysis.
469504,Develops orientation selectivity and ocular dominance.
358866,Bayesian estimation excels for von Mises distribution.
1116397,Design creativity explored through analogy.
191222,SVM and RKHS overview for classification.
36145,Genetic algorithms for accurate network ensemble.
1115677,"Comparison of regression, symbolic induction, neural networks."
577331,Enhancing genetic algorithm performance on NK-landscapes.
31863,Unsupervised learning with MML for data grouping.
566488,Physical and design knowledge in innovation.
358887,Estimating parameters in Gaussian model using MML.
6935,Re-appraisal and implementation of inverse entailment.
6939,Customized first-order learning for efficient relations.
197783,Boosting neural networks for character recognition.
34708,Constructive induction challenge in gene finding.
1107674,Evolutionary algorithms in robotics optimization and design.
248119,Learning algorithms for high-dimensional boxes.
318187,Advantages of Foidl ILP system summarized.
1152714,Controllability properties of recurrent neural networks.
1154173,Optimizations and scoring impact on results.
300071,Improved action recognition with Coupled HMMs.
1120020,Undiscounted delayed rewards for reinforcement learning.
423816,Minimize interprocessor communication through grid optimization.
1106966,TD() for job-shop scheduling with approximation.
148341,Genetic algorithms convergence mechanisms with interactions.
136766,Learning search-control knowledge for efficient problem-solving.
325497,RL enhances foveal visual attention for recognition.
136767,Efficient planning through non-recursive Horn definitions.
136768,Efficient goal decomposition rule acquisition.
409255,Global stabilization of linear systems with control.
1152740,Preventing local learning in environmental settings.
1117833,Automatic storage and indexing for plan failures.
309476,Learning probabilistic transducers with online algorithm.
1120059,Plasticity-based competitive learning for feature extraction.
80515,Computation of L2 norm with saturation.
65212,Bayesian training of neural networks.
15892,Automatic tool for reusing architectural layouts.
1120084,Neural network enhances medical prognostic prediction.
576691,Mutation rates self-adaptation in Genetic Algorithms.
148399,Interactive teaching model for learning concepts.
175291,Create accurate neural-network ensemble effectively.
1112071,Context-driven non-monotonic reasoning in default logic.
117,Optimal decision-making algorithms in Markov environments.
157805,Tree-structured bias for effective machine learning.
300806,Training Boltzmann trees effectively for tasks.
31105,Improving technician dispatching with machine learning.
154982,"Study bias, variance, and prediction error."
141160,Linear systems with sign-observations in signal processing.
112813,Chemical process design support through retrieval.
98693,Genetic programming crossover operator effectiveness analysis.
98698,Adaptive concept learner using genetic algorithms.
192734,Preventing overfitting in hypothesis selection.
12247,Learning with incomplete information using queries.
1109891,Hybrid systems theory combining automata and linear systems.
141171,Characterizing stability and variations in system inputs.
312409,Successive Linear Programming for DAE initialization.
608190,Outperforming traditional techniques in strategy discovery.
608191,Incremental co-evolution for optimization and discovery.
55801,Case-based reasoning for tax planning.
1136791,Efficient genetic programming for breast cancer detection.
815073,Designing compact feedforward networks with threshold units.
1114222,Lazy Bayesian Trees algorithm outperforms classifiers.
173884,Bayesian network parameter learning with backpropagation.
1102646,Global vegetation model parameter learning with prior knowledge.
63832,Evolutionary algorithms for robot navigation and learning.
211906,Bias/variance decomposition for prediction error in classification.
83449,Context-based similarity for flexible case retrieval.
2654,Experiments evaluating AdaBoost algorithm with pseudo-loss.
815096,Maximizing robustness of Perceptron with discrete weights.
277263,Sport injury diagnosis using machine learning.
1105505,Model calibration using divide-and-conquer method.
48550,Nonlinear system control with neural networks.
83461,Logic subspaces formalism for learning and traversing.
48555,Comparison of neural network stabilization techniques.
6238,Autonomous learning and discovery framework for AI.
636500,Time series prediction with SVM excels.
340078,Evaluation of classifiers for image applications.
1113534,Preventing input saturation in tracking problem.
578898,Detecting cliques in noisy networks using Genetic Programming.
1951,Adaptive similarity assessment for case-based explanation.
1952,Learning adaptation knowledge through rules and cases.
1956,Foundations for multistrategy learning using Inferential Theory.
636511,Comparison of SVMs with Gaussian Kernels.
463825,Creating simple ensembles for better understanding.
1121569,Integral input to state stability analysis.
1105531,Unifying view on graphical models.
14428,Belief revision limitations in probability theory.
14429,Unifying reasoning under uncertainty and ignorance.
74749,Optimal derivation strategies using PAO algorithm.
14430,Unified reasoning approach with extended syllogism.
14431,Unified approach for handling uncertainties in AI.
1132434,Segmenting time series with gated experts.
648121,Neural system for SAR processing and boundaries.
582511,Impact of noise on small disjuncts learning.
688849,Dynamic parameter adaptation for system stability.
1997,Estimating prediction rule error rates accurately.
1131728,Memory-Based Learning for Fast NP Chunking.
1106298,Consistency in concept learning for prediction.
86359,Evolving optimal populations using XCS classifier.
647413,GA-based SAW method outperforms WGSAT.
1120880,Neural network robustness and accuracy interpretation.
1131734,Evolutionary feature selection for neural networks.
562940,Knowledge-based application development using MOBAL system.
230879,Adaptive source separation algorithm with invariant performance.
1104851,Improving bagging performance through tree diversity.
1152075,Arcing algorithms enhance classification accuracy through combination.
58758,Genetic algorithms for job shop scheduling.
230884,Blind separation of delayed sources using infomax.
34082,Addressing conflicting beliefs for better solutions.
1132486,ICA application in financial time series analysis.
39890,Empirical basis for distinguishing genuine influences.
66782,Qualitative models for accurate inductive learning.
218410,Comparison of symbolic and neural networks.
647447,Comparison of multi-parent crossover operators in optimization.
1117184,Navy decision aids development for tasks.
66794,Automated method enhances learning rate efficiency.
227178,Evolving visual routines for improved image classification.
936,Guided by explicit knowledge goals for learning.
940,Decision models construct volitional explanations for behavior.
575292,Evolutionary approach for neural network construction.
941,Incremental learning for domain understanding.
1109185,Analysis of time series using neural networks.
85688,Handling imperfect domain theories through constructive induction.
28202,Advantage learning algorithm for multiplayer games.
50807,Peak seeking adaptation for unsupervised learning.
379288,Protein sequencing experiment planning with analogy.
1154229,Belief networks revisited in brief.
1109199,Optimal monitoring strategies for embedded agents.
118682,Telecom risk management Bayesian network learning.
153598,Analyzing bias and variance in TD learning.
1154251,Minimize misclassified points with linear program.
62417,Optimal compression with random codeword selection.
1125909,Efficient explanation mechanism for predictive models.
79809,Comparison of MDL and MML methods.
739280,Performance analysis of CNS-1 on large neural networks.
70441,Interactive crisis response assistant with CBR integration.
70442,Predicting user operations for adaptive scheduling.
70444,Schedule improvement and repair through knowledge acquisition.
79817,Bayesian network parameters with informative priors.
129558,Goal-based intelligent information retrieval with ML.
892139,Communication in distributed multi-agent learning.
576725,Genetic algorithms' effectiveness in finding cliques.
28254,Optimal data selection for statistical learning models.
1246,Efficient reinforcement learning algorithm design and analysis.
237376,Comparison of learning curves in concept learning.
27531,Efficient rule extraction from neural networks.
397488,Fast algorithm for optimal rectangular domain partitioning.
42847,RBF Networks for adaptive control.
42848,Evolving fuzzy prototypes for data analysis.
155736,Gradient descent for online linear prediction performance.
155738,Learning smooth functions with derivative norms.
39124,Feature weighting impact on nearest-neighbor algorithms.
39127,Analysis and extensions of RELIEF algorithm.
39130,Nearest neighbor algorithm for classification tasks.
1153577,Eugenic evolution for combinatorial optimization in AI.
335733,Coevolution of mutation rates in genetic algorithms.
28290,Genetics and behavior in robotics research.
18815,Probabilistic approach enhances instance-based learning.
1136814,Genetic algorithms and simulated annealing comparison.
1120169,Constructive learning in relational learning.
82087,Fast probabilistic modeling for efficient optimization search.
178209,Stochastic search in ILP for optimization.
139738,Financial time series analysis with RBF approach.
82090,Efficient search using structure analysis.
18834,XCS generalization capabilities and Specify operator.
39165,Selective Bayesian network classifiers with efficient induction.
190698,Evolutionary design of neural architectures taxonomy.
1125992,Optimal similarity measures for case-based reasoning.
1109957,Q-Learning for Bandit Problems without model.
46470,Boosting ability of decision tree algorithms.
46476,Counter example to binary tree hypothesis.
1129570,Automatic modularization for evolutionary learning approach.
1071981,Icarus reduces sensory load in tasks.
1129573,Evolution of cooperation in Iterated Prisoner's Dilemma.
39199,Feature discovery with convex and conic encoders.
12337,Improves neural net FSM induction performance significantly.
29723,Statistical framework combining Boltzmann chains.
694759,Evolutionary approach enhances vector quantizer design.
46491,Constructing m-of-n concepts for decision tree.
1128856,ILP and numerical regression combined approach.
1107010,Identifying goal handling processes in invention.
643199,Mutation rates adapt to gene interactions.
1104182,Weighted navigation costs for optimal exploration.
12347,Comparison of SLRNNs in representational capabilities.
63915,Comparison of SPA and ANN models.
519353,Probabilistic systems with causal reasoning.
608292,Evolving complex structures for faster results.
1121603,Nonlinear H1-norm bounding techniques for saturation.
1130356,Adaptive learning for system improvement.
12359,Pruning enhances generalization in recurrent networks.
192850,Model selection strategies' generalization performance analysis.
7032,Regression fits for improved predictive models.
1128881,Predicting femoral neck fracture recovery effectively.
140569,Fourier-Neural Recurrent Networks for sequential data.
1114331,Island Model GA for linearly separable problems.
7041,Regularization technique using noisy bootstrap.
561581,Autoregressive time series models with latent components.
561582,Bayesian analysis of time series structures.
192870,Dynamic training method for multilayer perceptron.
1113614,Factors affecting performance of TD draughts player.
1102761,AI in conflict prevention and resolution.
116528,Feature selection methods in machine learning.
561595,Bayesian modeling of non-stationary time series.
94416,Efficient subsumption algorithms for ILP learning.
5600,Comparison of planning techniques for effectiveness.
1000012,Automated algorithm for feature engineering.
1114364,Predicting gold market trends effectively.
1121659,Automating causal model learning using Bayesian MML.
66809,Reinforcement learning algorithm with faster convergence.
6343,Evaluation of feature weighting methods for lazy learning.
212777,Learning concept descriptions from few examples.
583318,Local selection outperforms tournament selection on specific problem classes.
709518,Regional stability of land cover classification.
350319,Data averaging and data snooping investigation.
116553,Survey of non-coding DNA research.
170338,Comparing TD-Q and PIPE algorithms in soccer.
179706,Supply functions in stable systems with modifications.
1112929,Hybrid method combining linear discriminant functions.
656231,Redesigning control knowledge with machine learning.
14531,Context-sensitive feature selection for lazy learners.
1106370,Penalty term for neural network complexity estimation.
1109208,Predicting problem complexity using Walsh functions.
1114398,Fitness impact on DMP1 network training methods.
95188,Kritik integrates model-based reasoning for design.
510718,Learning Bayesian Networks with Incomplete Data
208345,"Planning in complex, uncertain environments with CHIRON."
6378,Efficient coordination of autonomous agents through reinforcement.
22563,Comparison of machine learning algorithms for TTS.
10981,Mapping meaning to sounds with contributors' help.
110041,Benefits of overlapping generations in genetic algorithms.
14549,Incremental learning with contextual clues via MetaL(B).
95198,Memory issues in creative problem solving.
6385,Comparison of agents in reinforcement learning.
575331,Genetic algorithms for vertex splitting in DAGs.
568045,ILP in two-voice counterpoint composition.
1136110,Visual motion perception neural network model.
1131828,Redesign problem-solving methods through knowledge-level examination.
67584,Estimating hyperparameters in Dirichlet process mixtures.
243274,Parallel training strategies for simple recurrent networks.
135464,Neural network for feature extraction and classification.
1105672,Enhancing fault diagnosis in telephone loops.
93755,Learning geometric patterns with noise.
756061,Study on visual motion perception and plasticity.
522338,Analyzing reasoning and Occam's razor in networks.
219239,Learning without hidden information access.
61073,Study on autonomous homing behavior in robots.
262178,Evolutionary neural network construction with genetic programming.
686015,Optimal actions beyond greedy exploration in decision-making.
1110024,Efficient analogical reasoning in conceptual clustering.
613409,Non-parametric density estimation with special weights.
686030,Active learning for multilayer perceptrons with reduction.
227286,Space-Frequency Basis Function Networks for Estimation.
45061,Stability and bias in machine learning.
646836,Optimizing GA performance through selective pressure.
1108551,Estimating theory accuracy with cross-validation.
13885,Learning ML controllers for industrial robots.
1104999,Evolutionary computation for intelligent robot behaviors.
566653,Analogical processing using structural evaluation in SME.
1127430,Genetic algorithms for hard 3CNF problems.
299197,Learning game evaluation with hierarchical neural architectures.
1135455,Object-oriented simulator for connectionist nets.
97377,Average-case analysis of decision tree algorithm.
592826,Machine learning for femoral neck fracture recovery.
566664,Enhancing SME with merge and marking.
633030,Estimation of variance and bias.
633031,Semisoft shrinkage scheme for signal de-noising.
686061,Active data collection algorithm with neural networks.
592830,Estimating attribute quality with context-sensitive approach.
573964,Genetic algorithms optimize using evolution principles.
1155073,Learning framework integrating abduction and induction.
17476,Framework for multi-agent reinforcement learning.
17477,Genetic Programming for autonomous soccer team coordination.
190706,Evolution of neural networks for robot wandering.
28336,Evolving predator and prey strategies.
573978,Comparison of optimization algorithms for efficiency.
1107861,Boosting techniques for cost-sensitive tree classification.
17488,Incremental self-improvement method for cooperation.
1128198,Efficient strategy adaptation in competing subpopulations.
1108597,Analogical problem solving through scheme adaptation.
103515,Genetic algorithms' performance influenced by landscape.
27623,Optimal experiment design for neural networks.
200480,Efficient tool for exploring case bases.
103529,Comparing diagnostic solutions complexity and advantages.
649730,Growing hypercubical output space in SOM.
39210,Memory recall in neural networks.
46501,Decision Graphs with inference scheme extension.
27632,Optimizing information acquisition in uncertain environments.
649739,Improving vector quantization with neural networks.
1119471,Efficient learning of zero-one threshold functions.
103531,Modeling computing time in knowledge-based systems.
470511,Supporting mixed-initiative planning through interface design.
509233,Reevaluating consistency in concept learning.
236759,Blind image separation and enhancement neural network.
237489,Blind signal separation using mutual information.
1152944,Improve XCS performance with added memory.
1118764,Efficient extension for prediction and decision trees.
643221,Estimation of convergence rates in MCMC algorithms.
212097,Uncertainty in arguments; context-driven non-monotonic reasoning.
608326,Sampling-based heuristic for grammar induction.
643239,Gibbs sampler for James-Stein estimators analysis.
1131116,Representation issues in search and evolutionary algorithms.
202639,Connectionist networks enhance prediction accuracy for sequences.
141324,Analysis of MAX Problem in Genetic Programming.
294145,Generality and specializations in ILP.
1128927,Comparison of ML algorithms for blood group.
561610,Bayesian time series models in physical sciences.
561611,Bayesian time series analysis with robustness focus.
147870,Switching dynamics segmentation and classification using NN.
248395,Efficient differential learning for pattern classification.
1128935,Predicting survival in anaplastic thyroid carcinoma.
241133,Temporal-difference learning algorithms in online framework.
141342,Dynamic Parameter Encoding enhances genetic algorithms.
141347,Optimal crossover points in genetic algorithms.
1128946,Evolving edge detectors using genetic programming.
1131164,Gibbs sampling for cointegrated VAR modeling.
12439,Improving RBF network performance through learning.
1131167,Monte Carlo method for decision analysis.
1129683,Stochastic search method SAGE for grammar.
359067,Enhancing conversational CBR with integrated reasoning.
117315,Evolving cooperation strategies using Genetic Programming.
117316,Adaptive agents evolving in hostile environments.
144212,Evolving autonomous robot through simulated evolution.
1106401,Model selection using minimum description length.
1134022,Chromosome dimension for gene linkage preservation.
13193,Reinforcement learning for partially observable problems.
1131192,Efficient MCMC sampling in hierarchical models.
1107136,Feature selection methods compared: Importance Score vs. Genetic Algorithms.
1131195,Learning algorithm for SSNs in language learning.
1128982,Learning recursive sequences through machine-language evolution.
121792,Analyzing transitivity and Lie algebras in systems.
653441,Graphs for causal information and decision analysis.
385251,Quantum algorithm for learning DNF functions.
1126011,Efficient probabilistic inference using algebraic techniques.
1134031,Modeling Superscalar Processors with Statistical Simulation.
642593,Protein sequence classification using clustering algorithm.
1115166,Importance of explanation in interactive design.
737204,Object-oriented BP neural network simulator on CM-5.
118079,Adaptive control system using neural networks.
1122460,Machine Learning for faster software development.
1114442,Emerging reasoning technologies in Soft Computing.
589923,Dynamic belief networks for monitoring activities.
1121739,Learning control laws for navigation robots.
626574,Belief maintenance in Bayesian networks.
1126037,Survey of parallel environments for neural networks.
645452,Extension of Fill's algorithm without assumptions.
753264,Improved test error bounds with trade-offs.
1126044,Connectionist research trends and applications in networks.
74920,Measurement axiomatization with ordinal assumptions and connections.
74921,Characterizing monotone latent variable models briefly.
1105718,Sensorimotor integration and motor control computational models.
48764,Learning complex behavior in agents efficiently.
48768,Evolving neural networks for mastering Go.
1113742,Robustness testing of Genetic Algorithm on Floating.
74937,Theory and methods for item ordering.
575402,Comparison of hill-climbing and genetic algorithms.
168958,Analysis of modified parallel variable distribution.
78508,Financial markets and EEG analysis using statistical mechanics.
289085,Comparison of spiking neuron networks with others.
78511,Comparison of optimization algorithms in research.
308232,Theory refinement for M-of-N rules efficiently.
682508,Market-based approach for aggregating beliefs.
75691,Extracts feature detectors from images.
75693,Reinforcement learning with self-modifying policies.
75694,Speeding up learning through bias shifts.
155158,Inducing recursive relations efficiently from small datasets.
1105764,Efficient temporal difference learning algorithm with extensions.
1152259,Importance sampling for isolated modes.
579008,Identifying redundancy in Genetic Programming through analysis.
1128201,Efficient crossover operators for graph coloring.
1133390,Equivalence study between decision trees and operations.
1118083,Synaptic models for visual feature extraction.
78549,Chaos analysis in neocortical model with noise.
604073,Pruning weight saliencies for better generalization.
595056,Evolution of board evaluation functions.
1118092,Optimizing noisy functions with few experiments.
1125386,Multi-classification approach using n^2 classifiers.
78552,Statistical mechanics models for decision-making.
78555,Neocortical interactions and statistical mechanics in finance.
78557,Statistical mechanics applied to bond pricing.
646900,Improving evolutionary algorithms for constraint satisfaction.
595063,Dynamic scaling enhances evolutionary optimization performance.
648369,Retina's spatiotemporal processing theory.
1128227,Evolutionary algorithms in high-dimensional NK-landscapes.
89416,Reconstructing rational belief revision theories.
578306,Fixed-point algorithms for Independent Component Analysis.
683294,Bayesian inference in economic equilibrium market.
440815,Change point modeling in stochastic and spatial statistics.
126867,CHARADE platform for environmental decision support.
126868,Forest fire planning complexity and integrated approach.
72056,Efficient mixed fixed/floating-point formats in BP.
1119505,Evolutionary design of novel 3D forms.
1128256,Performance analysis of SE-trees vs decision trees.
1108656,Rule generation and compaction for supervision.
71336,Sensorimotor integration in computation and psychophysics.
1109392,Emergent soft constraints in language disambiguation.
40886,Backpropagation learning on Dutch syllabification task.
1115959,Pruning framework enhances MTiling neural network performance.
578347,ICA achieved with Hebbian-like learning rules.
284023,Neural network algorithms for learning efficiency.
345340,Efficient reinforcement learning in large spaces.
621555,Optimizing k-NN classifiers with distance metrics.
118873,Constructive neural network algorithms for classification.
8687,Learning challenges in logic programs and theories.
226698,Gamma MLP enhances speech phoneme recognition significantly.
578365,Neural learning rules for Independent Component Analysis.
1135589,Graduate student papers on connectionist modeling.
8696,Complexity of theory revision algorithms explored.
1118823,Dynamic method enhances decision tree learning.
411005,Random weight guessing can outperform algorithms.
509315,Study of genetics using computational approach.
171954,Efficient algorithm for evolutionary tree inversion.
230300,Learning in continuous domains with delayed rewards.
1105011,"Connections between smoothing, filtering, estimation methods."
1121057,Inductive machine learning for customer support.
592973,Training subset selection methods in Genetic Programming.
592975,Genetic Programming for Boolean Even N Parity.
48066,Pruning decision trees to minimize loss.
248431,"Genetic algorithms, tournament selection, noise effects."
1121063,Enhancements for practicality and performance in Fourier transform.
592986,Small populations outperform large populations in Genetic Programming.
48075,Automatic user profiling for fraud detection.
289885,Neural network learning with Bayesian prototypes.
592993,Improved efficiency through new context-preserving crossovers.
592996,Accelerating evolution through discovering and exploiting subroutines.
28489,Learning control in non-Markovian decision processes.
590022,Fall diagnosis model with sensor data.
111676,Evaluation of goal-based explanations with contributors.
13205,Organizing temporal behaviors in reinforcement environments hierarchically.
13208,Learning strategies for reinforcement learning improvement.
102938,Neural network improves database query efficiency.
102939,Syntax analysis neural network model.
416867,Equivalence queries for necessary condition in learning.
72805,Profile-driven scheduling for instruction level parallelism.
574009,Genetic Programming extension for evolving programs.
294239,Faster learning with flat spot handling.
1131223,Bayesian filtering methods for dynamic models.
77108,Phylogenetic tree construction based on gene lineage.
5064,Efficient retrieval with Case Retrieval Nets.
5069,Memory model for technical diagnosis using CBR.
1131230,"Identifiability, priors, Gibbs sampling in GLMs."
40125,Monte Carlo Gaussian Process for Regression/Classification.
1123215,NP-Completeness proof for rule induction simplicity.
20526,Self-improving factory simulation using RL.
20528,Efficient LWPR algorithm for non-linear mapping.
77112,Evolutionary tree inference from ordinal assertions.
107251,Comparison of attribute types for constructive induction.
107252,Impact of new attributes on decision trees.
5075,Comparison of marker-passing and spreading activation algorithms.
126128,DNA sequence classification through compression-based induction.
734406,Memory formation in hippocampal system through encoding.
40131,Neural network vs conventional techniques for lighting.
703953,Convergence analysis of alternating EM algorithms.
40135,Refining PID controllers with neural networks.
1131257,Variance reduction in local interaction random fields.
1123239,Unsupervised 3D object recognition feature extraction.
1129778,Genetic algorithms with hierarchical interdependency modeling.
662250,Supercomputer performance with DSP array processor.
711994,Analysis of chaotic neural networks with random weights.
273949,Analog computation modeling with time and noise.
1131266,Spatial model with covariates enhances predictions.
1130539,Learning high utility rules with guidance.
377303,Evolving DFAs using cellular encoding for evolution.
179180,Efficient simulation tool for connectionist networks.
1129798,Group behavior and individual complexity link.
1114512,Efficient Monte Carlo approach with constraints in ILP.
1110950,Effectiveness of human explanations in tutorials.
12558,Evolutionary trade network game with optimization.
853114,Jet identification using accurate neural network.
853115,Accurate neural network distinguishes gluon/quark jets.
853116,Self-organizing networks extract jet features.
853118,Langevin updating enhances learning in MLPs.
1114526,Approximating high-dimensional rectangles in PAC learning.
212930,Knowledge transfer enhances coronary disease diagnosis.
206371,Genetic algorithms for mobile robot planning.
105856,VC dimension bounds for recurrent neural networks.
463,Optimizing hillclimbing design through abstraction techniques.
20592,Learning non-linear boolean functions with LTUs.
51049,Causal inference in sociological methodology.
20593,Neural networks using threshold logic unit trees.
83746,Cascade-Correlation Algorithm exploration in technical report.
124734,Learning DNF and visual concepts efficiently.
106590,Plan recognition for traffic monitoring with context.
1133417,Bayesian inference with logarithmic time complexity.
1125402,Frequentist connection with convex probability sets.
1153024,Efficient distributed reason maintenance for activities.
853155,Neural network reconstructs invariant mass accurately.
1118120,ASOCS model DNA overcomes implementation challenges efficiently.
1105810,Mobile robot navigation with case-based reasoning.
1113831,Study on negotiation strategies in diverse environments.
646289,Bayesian item response models and selection.
1106546,Efficient planning with qualitative preferences.
31479,Addressing correlated features in naive Bayesian classifier.
31483,Induction algorithms for Bayesian classifiers comparison.
31489,Minimax wavelet shrinkage for noisy data.
94639,Genetic programming optimizes data structure evolution.
631015,Theory of correlations in stochastic networks.
645571,Bayesian nonparametric inference with Dirichlet Process.
1106568,Spatially local feedforward networks and interference study.
430711,Model simulating prosopagnosia through competitive learning.
7296,Predicts cortical reorganization with lateral interactions.
1132731,Filter functions and Genetic Programming for gameplay.
1153064,Stochastic logic programs for bias representation.
93923,Learning first-order logic with Inductive Constraint Logic
1134197,Monte Carlo study on chaos probability.
87363,Automated synthesis of analog electrical circuits.
395540,Blind signal processing algorithm for ICA.
395547,Efficient EM algorithms for PCA and SPCA.
50381,New algorithms for HMM parameter estimation.
1129015,Performance distribution of Boolean functions with 3 inputs.
126909,Improved convergence of non-reversible Markov chain.
143676,Neural architecture for storage and recall.
395553,Probabilistic PCA with EM algorithm.
752684,Early stopping in linear networks study.
1129021,Reduce brittleness in genetic programming maneuvers.
19045,Automated analog circuit design using genetic programming.
631052,Neural map formation and weight dynamics.
126912,Continuous sigmoidal belief networks with slice sampling.
116790,Improving Bayesian network performance through updates.
5869,Object recognition and learning using models.
579108,Sharing building blocks for collective adaptation.
683355,Bounding probability distributions using qualitative relationships.
1105877,Exploring monotonicity in item response models.
59772,Multicategory discrimination algorithm using parallel methods.
243483,Comparison of mutation and crossover in GP.
126926,Efficient MCMC algorithm with ordered overrelaxation.
155277,Functional relation between recognition error and rejection.
1128314,Distributed adaptation for optimization in graphs.
1105887,Enhanced control through knowledge acquisition and ML.
1110209,Relative likelihood in preferential structures.
307656,Optimal plateau search in Boolean satisfiability.
199571,Fast quality estimation for neural network.
1152394,Study of controllability in nonlinear systems.
60560,Globally convergent algorithm for monotone equations.
595193,Genetic programming with cultural information for enhancement.
990075,Adaptation review and proposed taxonomies.
119686,Constructive neural network learning algorithms for classification.
1154520,Diffusion limit for growing binary trees.
28504,TD Models for multi-scale world modeling.
1154524,Comparison of code generation techniques for software pipelining.
1154525,Enhancing performance and exception handling in speculation.
1129096,Reinforcement learning for smoother control tuning.
1128369,Automatic generation of adaptive programs for animals.
96845,Hierarchical behavior discovery through evolutionary approach.
380341,Hybrid algorithm for finding zeroes efficiently.
8766,Optimizing resource allocation and instruction scheduling.
1110256,Modeling distributions from random walks on graphs.
55403,Learning decision structures from rules using AQDT-2.
389715,Improving prediction accuracy and theory complexity.
1153816,Simulation of pursuit and evasion strategies.
131317,Efficient LSTM for long-term dependencies.
260979,Geometric separability predicts learning method performance.
264556,Motion detection chip with correlation model.
35852,Reinforcement learning with CRBP algorithm.
1119671,Optimal CDM for 1-NN classification.
1153853,Genetic algorithm using voting chromosomes for optimization.
1112417,Bayesian regression with MCMC model selection.
1153860,Genetic algorithms in neural network training.
