input_text,output_text
<Learning Markov chains with variable memory> has one hop connections with:  <Learning Markov chains with variable memory> also has two hop connection with: Which category should <Learning Markov chains with variable memory> be classified as?,Theory
<Efficient probabilistic reasoning for diagnostic inference> has one hop connections with:  <Efficient probabilistic reasoning for diagnostic inference> also has two hop connection with: Which category should <Efficient probabilistic reasoning for diagnostic inference> be classified as?,Probabilistic_Methods
<Analyze learning challenges with changing data distributions> has one hop connections with:  <Analyze learning challenges with changing data distributions> also has two hop connection with: Which category should <Analyze learning challenges with changing data distributions> be classified as?,Theory
<PFSA modeling with Evolutionary Programming> has one hop connections with:  <PFSA modeling with Evolutionary Programming> also has two hop connection with: Which category should <PFSA modeling with Evolutionary Programming> be classified as?,Theory
<High-accuracy text-to-speech through machine learning> has one hop connections with:  <High-accuracy text-to-speech through machine learning> also has two hop connection with: Which category should <High-accuracy text-to-speech through machine learning> be classified as?,Theory
<Heuristic approach improves genetic bin packing> has one hop connections with:  <Heuristic approach improves genetic bin packing> also has two hop connection with: Which category should <Heuristic approach improves genetic bin packing> be classified as?,Genetic_Algorithms
<Recognizing handwritten digits using generative models> has one hop connections with:  <Recognizing handwritten digits using generative models> also has two hop connection with: Which category should <Recognizing handwritten digits using generative models> be classified as?,Neural_Networks
<Sequential procedure and evolutionary algorithm for graph coloring> has one hop connections with:  <Sequential procedure and evolutionary algorithm for graph coloring> also has two hop connection with: Which category should <Sequential procedure and evolutionary algorithm for graph coloring> be classified as?,Genetic_Algorithms
<Universal representations in programming research group> has one hop connections with:  <Universal representations in programming research group> also has two hop connection with: Which category should <Universal representations in programming research group> be classified as?,Theory
<Accelerating machine learning with additional resources> has one hop connections with:  <Accelerating machine learning with additional resources> also has two hop connection with: Which category should <Accelerating machine learning with additional resources> be classified as?,Genetic_Algorithms
<Temporal Difference Learning: Metrics and Optimal Policies> has one hop connections with:  <Temporal Difference Learning: Metrics and Optimal Policies> also has two hop connection with: Which category should <Temporal Difference Learning: Metrics and Optimal Policies> be classified as?,Reinforcement_Learning
<TD learning for time series prediction> has one hop connections with:  <TD learning for time series prediction> also has two hop connection with: Which category should <TD learning for time series prediction> be classified as?,Neural_Networks
<Study on anytime influence diagrams summarized briefly> has one hop connections with:  <Study on anytime influence diagrams summarized briefly> also has two hop connection with: Which category should <Study on anytime influence diagrams summarized briefly> be classified as?,Probabilistic_Methods
<Reflective neural network for reliability and flexibility> has one hop connections with:  <Reflective neural network for reliability and flexibility> also has two hop connection with: Which category should <Reflective neural network for reliability and flexibility> be classified as?,Neural_Networks
<ICA application in financial time series analysis> has one hop connections with:  <ICA application in financial time series analysis> also has two hop connection with: Which category should <ICA application in financial time series analysis> be classified as?,Neural_Networks
<Adaptive learning for system improvement> has one hop connections with:  <Adaptive learning for system improvement> also has two hop connection with: Which category should <Adaptive learning for system improvement> be classified as?,Theory
<Evolutionary solver excels in routing optimization> has one hop connections with:  <Evolutionary solver excels in routing optimization> also has two hop connection with: Which category should <Evolutionary solver excels in routing optimization> be classified as?,Genetic_Algorithms
<Qualitative Markov assumption for belief change> has one hop connections with:  <Qualitative Markov assumption for belief change> also has two hop connection with: Which category should <Qualitative Markov assumption for belief change> be classified as?,Probabilistic_Methods
<Statistical decision tree modeling with efficient algorithm> has one hop connections with:  <Statistical decision tree modeling with efficient algorithm> also has two hop connection with: Which category should <Statistical decision tree modeling with efficient algorithm> be classified as?,Probabilistic_Methods
<Monte Carlo method for Bayesian learning> has one hop connections with:  <Monte Carlo method for Bayesian learning> also has two hop connection with: Which category should <Monte Carlo method for Bayesian learning> be classified as?,Neural_Networks
<Efficient network construction for general-specific relationships> has one hop connections with:  <Efficient network construction for general-specific relationships> also has two hop connection with: Which category should <Efficient network construction for general-specific relationships> be classified as?,Theory
<Integrated diagnostic system with advanced reasoning> has one hop connections with:  <Integrated diagnostic system with advanced reasoning> also has two hop connection with: Which category should <Integrated diagnostic system with advanced reasoning> be classified as?,Case_Based
<Measurement axiomatization with ordinal assumptions and connections> has one hop connections with:  <Measurement axiomatization with ordinal assumptions and connections> also has two hop connection with: Which category should <Measurement axiomatization with ordinal assumptions and connections> be classified as?,Probabilistic_Methods
<Stimulus specificity in perceptual learning implications> has one hop connections with:  <Stimulus specificity in perceptual learning implications> also has two hop connection with: Which category should <Stimulus specificity in perceptual learning implications> be classified as?,Neural_Networks
<Analyzing benefits of linear regression> has one hop connections with:  <Analyzing benefits of linear regression> also has two hop connection with: Which category should <Analyzing benefits of linear regression> be classified as?,Rule_Learning
<Genetic programming crossover operator effectiveness analysis> has one hop connections with:  <Genetic programming crossover operator effectiveness analysis> also has two hop connection with: Which category should <Genetic programming crossover operator effectiveness analysis> be classified as?,Genetic_Algorithms
<Extension of Fill's algorithm without assumptions> has one hop connections with:  <Extension of Fill's algorithm without assumptions> also has two hop connection with: Which category should <Extension of Fill's algorithm without assumptions> be classified as?,Probabilistic_Methods
<Learning DNF with incomplete oracle and faults> has one hop connections with:  <Learning DNF with incomplete oracle and faults> also has two hop connection with: Which category should <Learning DNF with incomplete oracle and faults> be classified as?,Theory
<Genetic algorithm for set partitioning with DOE> has one hop connections with:  <Genetic algorithm for set partitioning with DOE> also has two hop connection with: Which category should <Genetic algorithm for set partitioning with DOE> be classified as?,Genetic_Algorithms
<Reinforcement learning for multi-robot systems> has one hop connections with:  <Reinforcement learning for multi-robot systems> also has two hop connection with: Which category should <Reinforcement learning for multi-robot systems> be classified as?,Reinforcement_Learning
<Peak seeking adaptation for unsupervised learning> has one hop connections with:  <Peak seeking adaptation for unsupervised learning> also has two hop connection with: Which category should <Peak seeking adaptation for unsupervised learning> be classified as?,Genetic_Algorithms
<Incremental learning in case-based reasoning> has one hop connections with:  <Incremental learning in case-based reasoning> also has two hop connection with: Which category should <Incremental learning in case-based reasoning> be classified as?,Case_Based
<Validate test errors using trained classifiers> has one hop connections with:  <Validate test errors using trained classifiers> also has two hop connection with: Which category should <Validate test errors using trained classifiers> be classified as?,Theory
<Fast probabilistic modeling for efficient optimization search> has one hop connections with:  <Fast probabilistic modeling for efficient optimization search> also has two hop connection with: Which category should <Fast probabilistic modeling for efficient optimization search> be classified as?,Genetic_Algorithms
<Replay framework enhances planning performance> has one hop connections with:  <Replay framework enhances planning performance> also has two hop connection with: Which category should <Replay framework enhances planning performance> be classified as?,Case_Based
<Introduction to RBF networks for learning> has one hop connections with:  <Introduction to RBF networks for learning> also has two hop connection with: Which category should <Introduction to RBF networks for learning> be classified as?,Neural_Networks
<Adaptive crossover control in evolutionary algorithms> has one hop connections with:  <Adaptive crossover control in evolutionary algorithms> also has two hop connection with: Which category should <Adaptive crossover control in evolutionary algorithms> be classified as?,Genetic_Algorithms
<Algorithms using rectangles for multiple-instance problem> has one hop connections with:  <Algorithms using rectangles for multiple-instance problem> also has two hop connection with: Which category should <Algorithms using rectangles for multiple-instance problem> be classified as?,Neural_Networks
<Hierarchical Mixture of Experts for classification> has one hop connections with:  <Hierarchical Mixture of Experts for classification> also has two hop connection with: Which category should <Hierarchical Mixture of Experts for classification> be classified as?,Neural_Networks
<Generative models learned using Up-Propagation Algorithm> has one hop connections with:  <Generative models learned using Up-Propagation Algorithm> also has two hop connection with: Which category should <Generative models learned using Up-Propagation Algorithm> be classified as?,Neural_Networks
<Evaluation of classifiers for image applications> has one hop connections with:  <Evaluation of classifiers for image applications> also has two hop connection with: Which category should <Evaluation of classifiers for image applications> be classified as?,Neural_Networks
<Bayesian nonparametric inference with Dirichlet Process> has one hop connections with:  <Bayesian nonparametric inference with Dirichlet Process> also has two hop connection with: Which category should <Bayesian nonparametric inference with Dirichlet Process> be classified as?,Probabilistic_Methods
<Randomized technique for creating accurate decision trees> has one hop connections with:  <Randomized technique for creating accurate decision trees> also has two hop connection with: Which category should <Randomized technique for creating accurate decision trees> be classified as?,Theory
<Efficient model selection for hillclimbing search> has one hop connections with:  <Efficient model selection for hillclimbing search> also has two hop connection with: Which category should <Efficient model selection for hillclimbing search> be classified as?,Case_Based
<Accurate recurrence time prediction in medicine> has one hop connections with:  <Accurate recurrence time prediction in medicine> also has two hop connection with: Which category should <Accurate recurrence time prediction in medicine> be classified as?,Neural_Networks
<Approximating probabilities in graphical models using recursion> has one hop connections with:  <Approximating probabilities in graphical models using recursion> also has two hop connection with: Which category should <Approximating probabilities in graphical models using recursion> be classified as?,Probabilistic_Methods
<Evolutionary approach integrates CLP and GA> has one hop connections with:  <Evolutionary approach integrates CLP and GA> also has two hop connection with: Which category should <Evolutionary approach integrates CLP and GA> be classified as?,Genetic_Algorithms
<Overview of case-based reasoning and systems> has one hop connections with:  <Overview of case-based reasoning and systems> also has two hop connection with: Which category should <Overview of case-based reasoning and systems> be classified as?,Case_Based
<Ridge regression for non-linear regression analysis> has one hop connections with:  <Ridge regression for non-linear regression analysis> also has two hop connection with: Which category should <Ridge regression for non-linear regression analysis> be classified as?,Neural_Networks
<Genetic algorithms for efficient neural network learning> has one hop connections with:  <Genetic algorithms for efficient neural network learning> also has two hop connection with: Which category should <Genetic algorithms for efficient neural network learning> be classified as?,Genetic_Algorithms
<Transfer impact on learning> has one hop connections with:  <Transfer impact on learning> also has two hop connection with: Which category should <Transfer impact on learning> be classified as?,Reinforcement_Learning
<Assessment of machine learning algorithm performance> has one hop connections with:  <Assessment of machine learning algorithm performance> also has two hop connection with: Which category should <Assessment of machine learning algorithm performance> be classified as?,Theory
<Efficient algorithm for learning switching distributions> has one hop connections with:  <Efficient algorithm for learning switching distributions> also has two hop connection with: Which category should <Efficient algorithm for learning switching distributions> be classified as?,Theory
<Physical systems' computational complexity> has one hop connections with:  <Physical systems' computational complexity> also has two hop connection with: Which category should <Physical systems' computational complexity> be classified as?,Neural_Networks
<Analysis of RNN dimensionality in 1996> has one hop connections with:  <Analysis of RNN dimensionality in 1996> also has two hop connection with: Which category should <Analysis of RNN dimensionality in 1996> be classified as?,Neural_Networks
<Robot learning with parallel genetic algorithms> has one hop connections with:  <Robot learning with parallel genetic algorithms> also has two hop connection with: Which category should <Robot learning with parallel genetic algorithms> be classified as?,Genetic_Algorithms
<Hybrid lazy neural tree for regression> has one hop connections with:  <Hybrid lazy neural tree for regression> also has two hop connection with: Which category should <Hybrid lazy neural tree for regression> be classified as?,Neural_Networks
<Learning adaptation knowledge through rules and cases> has one hop connections with:  <Learning adaptation knowledge through rules and cases> also has two hop connection with: Which category should <Learning adaptation knowledge through rules and cases> be classified as?,Case_Based
<Efficient Q-Learning with Hidden-Unit Restarting> has one hop connections with:  <Efficient Q-Learning with Hidden-Unit Restarting> also has two hop connection with: Which category should <Efficient Q-Learning with Hidden-Unit Restarting> be classified as?,Reinforcement_Learning
<Backpropagation superiority over perceptron learning rule> has one hop connections with:  <Backpropagation superiority over perceptron learning rule> also has two hop connection with: Which category should <Backpropagation superiority over perceptron learning rule> be classified as?,Neural_Networks
<Enhancing learning algorithms for better generalization> has one hop connections with:  <Enhancing learning algorithms for better generalization> also has two hop connection with: Which category should <Enhancing learning algorithms for better generalization> be classified as?,Neural_Networks
<Analyzing time and probability in reasoning> has one hop connections with:  <Analyzing time and probability in reasoning> also has two hop connection with: Which category should <Analyzing time and probability in reasoning> be classified as?,Probabilistic_Methods
<Comparison of case-based classifiers and rote-learning> has one hop connections with:  <Comparison of case-based classifiers and rote-learning> also has two hop connection with: Which category should <Comparison of case-based classifiers and rote-learning> be classified as?,Case_Based
<Hybrid algorithm for finding zeroes efficiently> has one hop connections with:  <Hybrid algorithm for finding zeroes efficiently> also has two hop connection with: Which category should <Hybrid algorithm for finding zeroes efficiently> be classified as?,Neural_Networks
<Predictive inference methods for discrete domains> has one hop connections with:  <Predictive inference methods for discrete domains> also has two hop connection with: Which category should <Predictive inference methods for discrete domains> be classified as?,Probabilistic_Methods
<Estimating hyperparameters in Dirichlet process mixtures> has one hop connections with:  <Estimating hyperparameters in Dirichlet process mixtures> also has two hop connection with: Which category should <Estimating hyperparameters in Dirichlet process mixtures> be classified as?,Probabilistic_Methods
<Bayesian wavelet thresholding for regression with prior> has one hop connections with:  <Bayesian wavelet thresholding for regression with prior> also has two hop connection with: Which category should <Bayesian wavelet thresholding for regression with prior> be classified as?,Probabilistic_Methods
<Predicate invention using Hidden Markov Models> has one hop connections with:  <Predicate invention using Hidden Markov Models> also has two hop connection with: Which category should <Predicate invention using Hidden Markov Models> be classified as?,Rule_Learning
<Formalizing knowledge content in case memory> has one hop connections with:  <Formalizing knowledge content in case memory> also has two hop connection with: Which category should <Formalizing knowledge content in case memory> be classified as?,Case_Based
<Stochastic iterative dynamic programming convergence proof> has one hop connections with:  <Stochastic iterative dynamic programming convergence proof> also has two hop connection with: Which category should <Stochastic iterative dynamic programming convergence proof> be classified as?,Reinforcement_Learning
<Analytic functions in least-squares problems with sigmoidal nets> has one hop connections with:  <Analytic functions in least-squares problems with sigmoidal nets> also has two hop connection with: Which category should <Analytic functions in least-squares problems with sigmoidal nets> be classified as?,Neural_Networks
<Multimodal data exploration and neural network applications> has one hop connections with:  <Multimodal data exploration and neural network applications> also has two hop connection with: Which category should <Multimodal data exploration and neural network applications> be classified as?,Neural_Networks
<Instruction scheduling using finite state automata> has one hop connections with:  <Instruction scheduling using finite state automata> also has two hop connection with: Which category should <Instruction scheduling using finite state automata> be classified as?,Rule_Learning
<Evolutionary method finds neural network building-blocks> has one hop connections with:  <Evolutionary method finds neural network building-blocks> also has two hop connection with: Which category should <Evolutionary method finds neural network building-blocks> be classified as?,Genetic_Algorithms
<Comparison of spiking neuron networks with others> has one hop connections with:  <Comparison of spiking neuron networks with others> also has two hop connection with: Which category should <Comparison of spiking neuron networks with others> be classified as?,Neural_Networks
<Learning self-supervised backpropagation for topology-preserving maps> has one hop connections with:  <Learning self-supervised backpropagation for topology-preserving maps> also has two hop connection with: Which category should <Learning self-supervised backpropagation for topology-preserving maps> be classified as?,Neural_Networks
<Complexity of solving Markov Decision Problems> has one hop connections with:  <Complexity of solving Markov Decision Problems> also has two hop connection with: Which category should <Complexity of solving Markov Decision Problems> be classified as?,Reinforcement_Learning
<Predictive neural controllers for robot manipulation> has one hop connections with:  <Predictive neural controllers for robot manipulation> also has two hop connection with: Which category should <Predictive neural controllers for robot manipulation> be classified as?,Neural_Networks
<Benefits of overlapping generations in genetic algorithms> has one hop connections with:  <Benefits of overlapping generations in genetic algorithms> also has two hop connection with: Which category should <Benefits of overlapping generations in genetic algorithms> be classified as?,Genetic_Algorithms
<Efficient parallel algorithms for learning geometric concepts> has one hop connections with:  <Efficient parallel algorithms for learning geometric concepts> also has two hop connection with: Which category should <Efficient parallel algorithms for learning geometric concepts> be classified as?,Theory
<Evolutionary algorithms for solving combinatorial problems efficiently> has one hop connections with:  <Evolutionary algorithms for solving combinatorial problems efficiently> also has two hop connection with: Which category should <Evolutionary algorithms for solving combinatorial problems efficiently> be classified as?,Genetic_Algorithms
<NeuroChess program learns chess through neural networks> has one hop connections with:  <NeuroChess program learns chess through neural networks> also has two hop connection with: Which category should <NeuroChess program learns chess through neural networks> be classified as?,Reinforcement_Learning
<Accuracy estimation and model selection techniques> has one hop connections with:  <Accuracy estimation and model selection techniques> also has two hop connection with: Which category should <Accuracy estimation and model selection techniques> be classified as?,Probabilistic_Methods
<Robust convergence of nonlinear identification algorithm> has one hop connections with:  <Robust convergence of nonlinear identification algorithm> also has two hop connection with: Which category should <Robust convergence of nonlinear identification algorithm> be classified as?,Neural_Networks
<Modeling distributions from random walks on graphs> has one hop connections with:  <Modeling distributions from random walks on graphs> also has two hop connection with: Which category should <Modeling distributions from random walks on graphs> be classified as?,Theory
<Neural networks for industrial applications overview> has one hop connections with:  <Neural networks for industrial applications overview> also has two hop connection with: Which category should <Neural networks for industrial applications overview> be classified as?,Neural_Networks
<Uniform approximation orders with radial basis functions> has one hop connections with:  <Uniform approximation orders with radial basis functions> also has two hop connection with: Which category should <Uniform approximation orders with radial basis functions> be classified as?,Neural_Networks
<Optimizing local Hebbian learning with ffi-rule> has one hop connections with:  <Optimizing local Hebbian learning with ffi-rule> also has two hop connection with: Which category should <Optimizing local Hebbian learning with ffi-rule> be classified as?,Neural_Networks
<Cortical network activity in behaving monkeys> has one hop connections with:  <Cortical network activity in behaving monkeys> also has two hop connection with: Which category should <Cortical network activity in behaving monkeys> be classified as?,Neural_Networks
<Explore synchronization properties of Wilson-Cowan oscillators> has one hop connections with:  <Explore synchronization properties of Wilson-Cowan oscillators> also has two hop connection with: Which category should <Explore synchronization properties of Wilson-Cowan oscillators> be classified as?,Neural_Networks
<Bayesian priors selection techniques with bibliography> has one hop connections with:  <Bayesian priors selection techniques with bibliography> also has two hop connection with: Which category should <Bayesian priors selection techniques with bibliography> be classified as?,Probabilistic_Methods
<Improve policies in dynamic programming effectively> has one hop connections with:  <Improve policies in dynamic programming effectively> also has two hop connection with: Which category should <Improve policies in dynamic programming effectively> be classified as?,Reinforcement_Learning
<MML technique for modeling various distributions> has one hop connections with:  <MML technique for modeling various distributions> also has two hop connection with: Which category should <MML technique for modeling various distributions> be classified as?,Theory
<Inference with MCMC for missing data> has one hop connections with:  <Inference with MCMC for missing data> also has two hop connection with: Which category should <Inference with MCMC for missing data> be classified as?,Probabilistic_Methods
<Comparison of selection schemes in Genetic Algorithms> has one hop connections with:  <Comparison of selection schemes in Genetic Algorithms> also has two hop connection with: Which category should <Comparison of selection schemes in Genetic Algorithms> be classified as?,Genetic_Algorithms
<Learning primitive actions with decision trees> has one hop connections with:  <Learning primitive actions with decision trees> also has two hop connection with: Which category should <Learning primitive actions with decision trees> be classified as?,Theory
<Confidence estimation for speculation control in processors> has one hop connections with:  <Confidence estimation for speculation control in processors> also has two hop connection with: Which category should <Confidence estimation for speculation control in processors> be classified as?,Rule_Learning
<Gaussian regression and optimal linear models> has one hop connections with:  <Gaussian regression and optimal linear models> also has two hop connection with: Which category should <Gaussian regression and optimal linear models> be classified as?,Neural_Networks
<Local Multivariate Binary Processors with acknowledgements> has one hop connections with:  <Local Multivariate Binary Processors with acknowledgements> also has two hop connection with: Which category should <Local Multivariate Binary Processors with acknowledgements> be classified as?,Neural_Networks
<Models of judgment under uncertainty and limitations> has one hop connections with:  <Models of judgment under uncertainty and limitations> also has two hop connection with: Which category should <Models of judgment under uncertainty and limitations> be classified as?,Probabilistic_Methods
<Probabilistic similarity metrics for case-based reasoning> has one hop connections with:  <Probabilistic similarity metrics for case-based reasoning> also has two hop connection with: Which category should <Probabilistic similarity metrics for case-based reasoning> be classified as?,Probabilistic_Methods
<Measuring learning problem difficulty with complexity classes> has one hop connections with:  <Measuring learning problem difficulty with complexity classes> also has two hop connection with: Which category should <Measuring learning problem difficulty with complexity classes> be classified as?,Theory
<Automaton-derived cost functions for optimal alignments> has one hop connections with:  <Automaton-derived cost functions for optimal alignments> also has two hop connection with: Which category should <Automaton-derived cost functions for optimal alignments> be classified as?,Neural_Networks
<Vector quantizer performance with small training sets> has one hop connections with:  <Vector quantizer performance with small training sets> also has two hop connection with: Which category should <Vector quantizer performance with small training sets> be classified as?,Theory
<Efficient load balancing for rectangular grid> has one hop connections with:  <Efficient load balancing for rectangular grid> also has two hop connection with: Which category should <Efficient load balancing for rectangular grid> be classified as?,Genetic_Algorithms
<Improved predictive accuracy and rule simplicity> has one hop connections with:  <Improved predictive accuracy and rule simplicity> also has two hop connection with: Which category should <Improved predictive accuracy and rule simplicity> be classified as?,Rule_Learning
<Utilize PREENS tools and NN simulations> has one hop connections with:  <Utilize PREENS tools and NN simulations> also has two hop connection with: Which category should <Utilize PREENS tools and NN simulations> be classified as?,Neural_Networks
<ILP and numerical regression combined approach> has one hop connections with:  <ILP and numerical regression combined approach> also has two hop connection with: Which category should <ILP and numerical regression combined approach> be classified as?,Rule_Learning
<Implementation of Nested Generalized Exemplars Algorithm> has one hop connections with:  <Implementation of Nested Generalized Exemplars Algorithm> also has two hop connection with: Which category should <Implementation of Nested Generalized Exemplars Algorithm> be classified as?,Case_Based
<Modeling spatial attention in computational neuroscience> has one hop connections with:  <Modeling spatial attention in computational neuroscience> also has two hop connection with: Which category should <Modeling spatial attention in computational neuroscience> be classified as?,Neural_Networks
<Integrating logic programming techniques effectively> has one hop connections with:  <Integrating logic programming techniques effectively> also has two hop connection with: Which category should <Integrating logic programming techniques effectively> be classified as?,Rule_Learning
<Contral node: Memory and organization in neocortex> has one hop connections with:  <Contral node: Memory and organization in neocortex> also has two hop connection with: Which category should <Contral node: Memory and organization in neocortex> be classified as?,Neural_Networks
<SVM excels in time series prediction> has one hop connections with:  <SVM excels in time series prediction> also has two hop connection with: Which category should <SVM excels in time series prediction> be classified as?,Neural_Networks
<AI research on learning from examples> has one hop connections with:  <AI research on learning from examples> also has two hop connection with: Which category should <AI research on learning from examples> be classified as?,Neural_Networks
<Incremental methods for POMDP bounds> has one hop connections with:  <Incremental methods for POMDP bounds> also has two hop connection with: Which category should <Incremental methods for POMDP bounds> be classified as?,Reinforcement_Learning
<Neural architectures for 3-D object recognition> has one hop connections with:  <Neural architectures for 3-D object recognition> also has two hop connection with: Which category should <Neural architectures for 3-D object recognition> be classified as?,Neural_Networks
<Complexity of combinatorial problems on colored graphs> has one hop connections with:  <Complexity of combinatorial problems on colored graphs> also has two hop connection with: Which category should <Complexity of combinatorial problems on colored graphs> be classified as?,Theory
"<Evolving controllers for physical robots: challenges, directions> has one hop connections with:  <Evolving controllers for physical robots: challenges, directions> also has two hop connection with: Which category should <Evolving controllers for physical robots: challenges, directions> be classified as?",Genetic_Algorithms
<Evolution strategies survey> has one hop connections with:  <Evolution strategies survey> also has two hop connection with: Which category should <Evolution strategies survey> be classified as?,Genetic_Algorithms
<Pruning neural networks with optimization methods> has one hop connections with:  <Pruning neural networks with optimization methods> also has two hop connection with: Which category should <Pruning neural networks with optimization methods> be classified as?,Genetic_Algorithms
<Prototype selection rules for iterative design> has one hop connections with:  <Prototype selection rules for iterative design> also has two hop connection with: Which category should <Prototype selection rules for iterative design> be classified as?,Case_Based
<Small populations outperform large populations in Genetic Programming> has one hop connections with:  <Small populations outperform large populations in Genetic Programming> also has two hop connection with: Which category should <Small populations outperform large populations in Genetic Programming> be classified as?,Genetic_Algorithms
<Object-oriented BP neural network simulator on CM-5> has one hop connections with:  <Object-oriented BP neural network simulator on CM-5> also has two hop connection with: Which category should <Object-oriented BP neural network simulator on CM-5> be classified as?,Neural_Networks
<Data analysis for logical conclusions efficiently> has one hop connections with:  <Data analysis for logical conclusions efficiently> also has two hop connection with: Which category should <Data analysis for logical conclusions efficiently> be classified as?,Case_Based
<Motion detection chip with correlation model> has one hop connections with:  <Motion detection chip with correlation model> also has two hop connection with: Which category should <Motion detection chip with correlation model> be classified as?,Neural_Networks
<Statistical analysis of hospital quality monitors> has one hop connections with:  <Statistical analysis of hospital quality monitors> also has two hop connection with: Which category should <Statistical analysis of hospital quality monitors> be classified as?,Probabilistic_Methods
<Signal predistorter adaptation using dual reinforcement learning> has one hop connections with:  <Signal predistorter adaptation using dual reinforcement learning> also has two hop connection with: Which category should <Signal predistorter adaptation using dual reinforcement learning> be classified as?,Reinforcement_Learning
<Convergence analysis of EM algorithm for Gaussian mixtures> has one hop connections with:  <Convergence analysis of EM algorithm for Gaussian mixtures> also has two hop connection with: Which category should <Convergence analysis of EM algorithm for Gaussian mixtures> be classified as?,Probabilistic_Methods
<Checkers game machine learning research in 1959> has one hop connections with:  <Checkers game machine learning research in 1959> also has two hop connection with: Which category should <Checkers game machine learning research in 1959> be classified as?,Genetic_Algorithms
<Hidden Markov models for DNA sequence analysis> has one hop connections with:  <Hidden Markov models for DNA sequence analysis> also has two hop connection with: Which category should <Hidden Markov models for DNA sequence analysis> be classified as?,Neural_Networks
<Reinforcement learning for sequential decision making> has one hop connections with:  <Reinforcement learning for sequential decision making> also has two hop connection with: Which category should <Reinforcement learning for sequential decision making> be classified as?,Reinforcement_Learning
<Evolutionary approach for neural network construction> has one hop connections with:  <Evolutionary approach for neural network construction> also has two hop connection with: Which category should <Evolutionary approach for neural network construction> be classified as?,Genetic_Algorithms
<Control and visualize neural networks efficiently> has one hop connections with:  <Control and visualize neural networks efficiently> also has two hop connection with: Which category should <Control and visualize neural networks efficiently> be classified as?,Neural_Networks
<Re-appraisal and implementation of inverse entailment> has one hop connections with:  <Re-appraisal and implementation of inverse entailment> also has two hop connection with: Which category should <Re-appraisal and implementation of inverse entailment> be classified as?,Rule_Learning
<Estimating ratios of normalizing constants for densities> has one hop connections with:  <Estimating ratios of normalizing constants for densities> also has two hop connection with: Which category should <Estimating ratios of normalizing constants for densities> be classified as?,Probabilistic_Methods
<Distinguishing causal relationships in structural equation models> has one hop connections with:  <Distinguishing causal relationships in structural equation models> also has two hop connection with: Which category should <Distinguishing causal relationships in structural equation models> be classified as?,Probabilistic_Methods
<Learning model for ambiguous boundary with unreliable queries> has one hop connections with:  <Learning model for ambiguous boundary with unreliable queries> also has two hop connection with: Which category should <Learning model for ambiguous boundary with unreliable queries> be classified as?,Theory
<Method-specific knowledge compilation for design support> has one hop connections with:  <Method-specific knowledge compilation for design support> also has two hop connection with: Which category should <Method-specific knowledge compilation for design support> be classified as?,Case_Based
<Logic subspaces formalism for learning and traversing> has one hop connections with:  <Logic subspaces formalism for learning and traversing> also has two hop connection with: Which category should <Logic subspaces formalism for learning and traversing> be classified as?,Rule_Learning
<Efficient global optimization method for continuous spaces> has one hop connections with:  <Efficient global optimization method for continuous spaces> also has two hop connection with: Which category should <Efficient global optimization method for continuous spaces> be classified as?,Genetic_Algorithms
<Backpropagation learning on Dutch syllabification task> has one hop connections with:  <Backpropagation learning on Dutch syllabification task> also has two hop connection with: Which category should <Backpropagation learning on Dutch syllabification task> be classified as?,Neural_Networks
<Physical and design knowledge in innovation> has one hop connections with:  <Physical and design knowledge in innovation> also has two hop connection with: Which category should <Physical and design knowledge in innovation> be classified as?,Case_Based
<Logic Programming and Machine Learning fusion> has one hop connections with:  <Logic Programming and Machine Learning fusion> also has two hop connection with: Which category should <Logic Programming and Machine Learning fusion> be classified as?,Theory
<Clausal Discovery in Temporal Databases for KDD> has one hop connections with:  <Clausal Discovery in Temporal Databases for KDD> also has two hop connection with: Which category should <Clausal Discovery in Temporal Databases for KDD> be classified as?,Rule_Learning
<Efficient learning algorithm for multiple task sequences> has one hop connections with:  <Efficient learning algorithm for multiple task sequences> also has two hop connection with: Which category should <Efficient learning algorithm for multiple task sequences> be classified as?,Reinforcement_Learning
<Optimized theory revision system with evaluator> has one hop connections with:  <Optimized theory revision system with evaluator> also has two hop connection with: Which category should <Optimized theory revision system with evaluator> be classified as?,Theory
<Efficient algorithm for learning dynamic goals> has one hop connections with:  <Efficient algorithm for learning dynamic goals> also has two hop connection with: Which category should <Efficient algorithm for learning dynamic goals> be classified as?,Reinforcement_Learning
<Learning mechanisms for intelligent systems> has one hop connections with:  <Learning mechanisms for intelligent systems> also has two hop connection with: Which category should <Learning mechanisms for intelligent systems> be classified as?,Reinforcement_Learning
<Neural network system for pipeline inspection> has one hop connections with:  <Neural network system for pipeline inspection> also has two hop connection with: Which category should <Neural network system for pipeline inspection> be classified as?,Neural_Networks
<Dynamic technique for structure selection in neural architecture> has one hop connections with:  <Dynamic technique for structure selection in neural architecture> also has two hop connection with: Which category should <Dynamic technique for structure selection in neural architecture> be classified as?,Neural_Networks
<Langevin updating enhances learning in MLPs> has one hop connections with:  <Langevin updating enhances learning in MLPs> also has two hop connection with: Which category should <Langevin updating enhances learning in MLPs> be classified as?,Neural_Networks
<Initialization and search bias in neural networks> has one hop connections with:  <Initialization and search bias in neural networks> also has two hop connection with: Which category should <Initialization and search bias in neural networks> be classified as?,Neural_Networks
<Risk factors' relation to incidence analysis> has one hop connections with:  <Risk factors' relation to incidence analysis> also has two hop connection with: Which category should <Risk factors' relation to incidence analysis> be classified as?,Probabilistic_Methods
